,antecedent,consequent,confidence,lift
160,['22951'],['22417'],0.5384615384615384,11.705685618729097
161,['23310'],['POST'],1.0,2.4271844660194177
162,['22544'],['22540'],0.5263157894736842,23.923444976076556
163,['22630'],['POST'],0.5882352941176471,1.4277555682467162
164,['21975'],['22417'],0.6,13.043478260869565
165,['22375'],['22727'],0.5555555555555556,7.936507936507936
166,['23296'],['23294'],0.6,50.0
167,['21977'],['84991'],0.5625,17.578125
168,['22416'],['22417'],0.8571428571428571,18.633540372670808
169,['20750'],['POST'],0.56,1.359223300970874
170,['22555'],['22556'],0.5666666666666667,9.770114942528735
171,['23480'],['23084'],0.5294117647058824,8.823529411764707
172,['22555'],['22551'],0.6333333333333333,7.539682539682539
173,['23170'],['22699'],0.5384615384615384,12.237762237762238
174,['23289'],['22326'],0.5555555555555556,4.025764895330113
175,['21244'],['POST'],0.5454545454545454,1.323918799646955
176,['21987'],['21988'],0.8181818181818182,45.45454545454546
177,['22730'],['22728'],0.6428571428571429,11.479591836734695
178,['22375'],['22374'],0.5555555555555556,23.14814814814815
179,['22697'],['22699'],0.7142857142857143,16.233766233766236
180,['23287'],['23286'],1.0,71.42857142857143
181,['22554'],['22551'],0.6388888888888888,7.605820105820105
182,['23052'],['23051'],0.625,44.64285714285714
183,['23204'],['23199'],0.5833333333333334,18.229166666666668
184,['22540'],['22539'],0.7272727272727273,25.974025974025974
185,['22628'],['POST'],0.5,1.2135922330097089
186,['23204'],['22326'],0.5,3.623188405797101
187,['84380'],['POST'],0.6363636363636364,1.5445719329214476
188,['23208'],['POST'],0.5454545454545454,1.323918799646955
189,['21975'],['21212'],0.5333333333333333,8.08080808080808
190,['23292'],['23289'],0.5384615384615384,29.914529914529915
191,['23203'],['POST'],0.5294117647058824,1.2849800114220447
192,['21232'],['POST'],0.5384615384615384,1.3069454817027633
193,['22780'],['22779'],1.0,71.42857142857143
194,['21452'],['POST'],0.8571428571428571,2.0804438280166435
195,['22624'],['POST'],0.6,1.4563106796116505
196,['22993'],['22423'],0.5555555555555556,4.273504273504273
197,['22274'],['22749'],0.8571428571428571,61.224489795918366
198,['22784'],['22423'],0.5555555555555556,4.273504273504273
199,['22890'],['22423'],0.8333333333333334,6.410256410256411
200,['22371'],['22374'],0.5555555555555556,23.14814814814815
201,['84997A'],['84997B'],0.6,16.666666666666668
202,['23390'],['23389'],0.7,23.333333333333332
203,['21989'],['POST'],0.5,1.2135922330097089
204,['23174'],['23170'],0.6666666666666666,25.641025641025642
205,['23236'],['23240'],0.625,10.775862068965516
206,['21982'],['21981'],0.875,36.458333333333336
207,['22302'],['22303'],1.0,45.45454545454546
208,['21243'],['21238'],0.5,22.72727272727273
209,['22557'],['22551'],0.5,5.952380952380952
210,['22356'],['22326'],0.5,3.623188405797101
211,['23076'],['POST'],0.5,1.2135922330097089
212,['23049'],['23050'],0.8333333333333334,69.44444444444444
213,['22631'],['22629'],0.6666666666666666,6.802721088435374
214,['23049'],['23052'],0.8333333333333334,52.083333333333336
215,['23289'],['22629'],0.5555555555555556,5.668934240362812
216,['22547'],['22540'],0.7142857142857143,32.46753246753247
217,['23290'],['POST'],0.5454545454545454,1.323918799646955
218,['23342'],['22727'],0.8333333333333334,11.904761904761903
219,['21218'],['POST'],0.5384615384615384,1.3069454817027633
220,['22274'],['22271'],0.7142857142857143,51.02040816326531
221,['22669'],['47590A'],0.5555555555555556,15.4320987654321
222,['21239'],['20676'],0.75,19.736842105263158
223,['20728'],['20726'],0.625,12.01923076923077
224,['22329'],['POST'],0.6875,1.6686893203883497
225,['22727'],['22728'],0.5714285714285714,10.204081632653061
226,['21561'],['POST'],0.7,1.6990291262135921
227,['20677'],['20676'],0.7333333333333333,19.298245614035086
228,"['21121', '21122']",['21212'],0.8333333333333334,12.626262626262626
229,"['22659', '22631']",['POST'],0.625,1.516990291262136
230,"['20725', '20728']",['20726'],0.625,12.01923076923077
231,"['20750', '22138']",['POST'],0.625,1.516990291262136
232,['22661'],"['POST', '22326']",0.6363636363636364,7.070707070707071
233,"['22661', 'POST']",['22326'],0.875,6.340579710144927
234,['21239'],"['20677', '20676']",0.625,28.40909090909091
235,"['21239', '20676']",['20677'],0.8333333333333334,27.77777777777778
236,"['21242', '21244']",['20675'],0.5555555555555556,21.36752136752137
237,"['22556', '22555']",['22551'],0.8235294117647058,9.80392156862745
238,['21124'],"['21122', '21213']",0.625,52.083333333333336
239,"['21213', '21124']",['21122'],1.0,50.0
240,"['23175', '23174']",['22699'],0.625,14.204545454545455
241,"['23174', '23170']",['22699'],0.625,14.204545454545455
242,"['22630', '20726']",['22629'],0.8888888888888888,9.070294784580499
243,"['22555', '22328']",['22629'],0.6666666666666666,6.802721088435374
244,"['22659', '22631']",['22326'],0.625,4.528985507246376
245,"['22720', '23165']",['23166'],1.0,45.45454545454546
246,"['22630', '22631']",['22629'],0.8333333333333334,8.503401360544217
247,"['22555', '22630']",['22551'],0.6,7.142857142857142
248,"['22555', '22630']",['22556'],0.6,10.344827586206895
249,"['22556', '22540']",['22539'],0.8571428571428571,30.612244897959183
250,"['22631', '22326']",['22328'],0.6363636363636364,9.09090909090909
251,"['22726', '22193']",['22728'],0.625,11.160714285714285
252,"['23240', '23241']",['23242'],0.6666666666666666,55.55555555555555
253,"['20676', '21244']",['20675'],0.8333333333333334,32.05128205128205
254,"['22625', '22627']",['22626'],0.75,28.846153846153847
255,"['21121', '21122']",['21213'],0.8333333333333334,27.77777777777778
256,['23296'],"['23294', '23295']",0.6,50.0
257,"['23296', '23294']",['23295'],1.0,50.0
258,"['20677', '21239']",['21240'],0.8571428571428571,42.857142857142854
259,"['21731', '23084']",['POST'],0.6363636363636364,1.5445719329214476
260,"['22555', '22630']",['POST'],0.6,1.4563106796116505
261,"['POST', '20726']",['22328'],0.5333333333333333,7.619047619047619
262,"['22720', '23245']",['POST'],0.5454545454545454,1.323918799646955
263,"['22556', '22630']",['22551'],0.9,10.714285714285714
264,"['20725', '22382']",['20726'],0.7,13.461538461538462
265,"['20676', '21242']",['21244'],0.6666666666666666,30.303030303030305
266,"['85099B', '20712']",['POST'],0.7142857142857143,1.7337031900138697
267,"['23292', '23290']",['POST'],0.5555555555555556,1.348435814455232
268,"['22625', '22846']",['22624'],1.0,20.0
269,"['20725', '22382']",['POST'],0.5,1.2135922330097089
270,"['22630', '22326']",['22629'],0.8333333333333334,8.503401360544217
271,['21124'],"['21212', '21122']",0.625,44.64285714285714
272,"['21122', '21124']",['21212'],0.7142857142857143,10.822510822510822
273,"['23204', 'POST']",['22328'],0.7142857142857143,10.204081632653061
274,"['22382', '22631']",['22629'],0.7142857142857143,7.288629737609329
275,['21239'],"['21240', '20675']",0.625,52.083333333333336
276,"['21239', '21240']",['20675'],0.7142857142857143,27.472527472527474
277,"['POST', '21976']",['22417'],0.625,13.58695652173913
278,"['21156', '22367']",['22629'],0.5555555555555556,5.668934240362812
279,"['21987', '21989']",['POST'],0.625,1.516990291262136
280,"['22556', '22630']",['22326'],0.5,3.623188405797101
281,"['21121', '21124']",['21122'],0.8333333333333334,41.666666666666664
282,"['22625', '22193']",['22624'],1.0,20.0
283,['22274'],"['22271', '22749']",0.7142857142857143,71.42857142857143
284,"['22274', '22271']",['22749'],1.0,71.42857142857143
285,"['22659', '22326']",['22328'],0.8333333333333334,11.904761904761903
286,"['47566', '47590B']",['47590A'],0.7,19.444444444444446
287,"['22556', '22630']",['POST'],0.6,1.4563106796116505
288,"['22382', 'POST']",['22328'],0.625,8.928571428571427
289,"['22625', 'POST']",['22847'],0.625,18.38235294117647
290,"['20725', '22326']",['20726'],0.5833333333333334,11.217948717948719
291,"['22846', '22624']",['22847'],1.0,29.41176470588235
292,"['22726', '22730']",['22728'],0.7,12.499999999999998
293,"['22326', '21559']",['22328'],0.5555555555555556,7.936507936507936
294,"['22631', 'POST']",['22629'],0.8461538461538461,8.634222919937205
295,"['22630', 'POST']",['22326'],0.6666666666666666,4.8309178743961345
296,"['23243', '23240']",['23241'],0.625,22.32142857142857
297,"['22726', '22729']",['22728'],0.7,12.499999999999998
298,"['22555', 'POST']",['22326'],0.6923076923076923,5.016722408026755
299,['21987'],"['21989', '21988']",0.6363636363636364,45.45454545454545
300,"['21987', '21989']",['21988'],0.875,48.611111111111114
301,"['22628', '22329']",['22326'],0.5555555555555556,4.025764895330113
302,"['20750', 'POST']",['22328'],0.5714285714285714,8.163265306122447
303,"['22192', '22193']",['22624'],0.5555555555555556,11.11111111111111
304,"['20725', '22631']",['22629'],1.0,10.204081632653061
305,"['22556', '22631']",['22629'],0.6666666666666666,6.802721088435374
306,"['22631', '22551']",['22629'],0.6666666666666666,6.802721088435374
307,"['22356', '22326']",['20724'],0.7142857142857143,17.006802721088434
308,"['23480', '21731']",['23084'],0.8571428571428571,14.285714285714285
309,"['20676', '21242']",['20675'],0.6666666666666666,25.641025641025642
310,"['22720', '23167']",['23166'],1.0,45.45454545454546
311,"['22382', 'POST']",['20726'],0.625,12.01923076923077
312,"['22727', '22193']",['22191'],0.625,44.64285714285714
313,"['21976', '21212']",['22417'],0.625,13.58695652173913
314,"['22029', 'POST']",['22326'],0.5,3.623188405797101
315,['23289'],"['22630', '22629']",0.5555555555555556,7.936507936507936
316,"['23289', '22630']",['22629'],0.8333333333333334,8.503401360544217
317,"['22555', '22554']",['22326'],0.5,3.623188405797101
318,"['23175', '23173']",['22699'],0.7142857142857143,16.233766233766236
319,"['22631', '22554']",['22551'],1.0,11.904761904761903
320,['22661'],"['22630', 'POST']",0.5454545454545454,9.09090909090909
321,"['22661', '22630']",['POST'],1.0,2.4271844660194177
322,"['22556', '22631']",['22551'],0.8888888888888888,10.58201058201058
323,"['22624', '22627']",['22626'],0.6,23.076923076923077
324,"['23084', '22326']",['22629'],0.6666666666666666,6.802721088435374
325,['23049'],"['23052', '23050']",0.8333333333333334,69.44444444444444
326,"['23049', '23050']",['23052'],1.0,62.5
327,"['22630', '22382']",['22631'],0.8571428571428571,14.285714285714285
328,"['22555', '22326']",['22629'],0.5384615384615384,5.494505494505494
329,['23175'],"['23173', '23170']",0.5454545454545454,38.96103896103896
330,"['23175', '23173']",['23170'],0.8571428571428571,32.967032967032964
331,"['20677', '21242']",['21244'],0.8571428571428571,38.96103896103896
332,"['22356', 'POST']",['22326'],0.5,3.623188405797101
333,"['23256', '22555']",['22551'],1.0,11.904761904761903
334,"['22138', 'POST']",['22326'],0.5,3.623188405797101
335,"['22555', 'POST']",['22328'],0.5384615384615384,7.692307692307692
336,"['23008', '22554']",['22551'],0.7142857142857143,8.503401360544217
337,"['22556', '22540']",['22551'],0.7142857142857143,8.503401360544217
338,"['22556', '22631']",['POST'],0.5555555555555556,1.348435814455232
339,"['POST', '22551']",['22554'],0.5263157894736842,7.309941520467836
340,['23175'],"['23174', '23170']",0.6363636363636364,39.77272727272727
341,"['23175', '23174']",['23170'],0.875,33.65384615384615
342,"['22630', '22554']",['22326'],0.5555555555555556,4.025764895330113
343,['21561'],"['22326', '21559']",0.5,27.77777777777778
344,"['21561', '22326']",['21559'],0.7142857142857143,23.80952380952381
345,"['20677', '21243']",['21244'],1.0,45.45454545454546
346,"['22192', '22726']",['22193'],1.0,45.45454545454546
347,"['22712', '22029']",['POST'],0.8571428571428571,2.0804438280166435
348,['23289'],"['23292', '22630']",0.6666666666666666,47.61904761904761
349,"['23289', '22630']",['23292'],1.0,38.46153846153846
350,"['21122', '21212']",['21213'],0.7142857142857143,23.80952380952381
351,"['23175', '23170']",['22699'],0.7142857142857143,16.233766233766236
352,['22274'],"['22273', '22749']",0.7142857142857143,59.523809523809526
353,"['22274', '22273']",['22749'],0.8333333333333334,59.523809523809526
354,"['22697', '22699']",['22698'],0.8,26.666666666666668
355,"['22556', '22554']",['22551'],0.8235294117647058,9.80392156862745
356,"['22726', '22193']",['22191'],0.625,44.64285714285714
357,"['20719', 'POST']",['22326'],0.8,5.797101449275362
358,['84997A'],"['POST', '84997D']",0.5,25.0
359,"['84997A', 'POST']",['84997D'],1.0,26.315789473684212
360,"['22192', '22726']",['22727'],1.0,14.285714285714285
361,"['22544', '22540']",['22539'],0.8,28.571428571428573
362,"['20750', 'POST']",['22326'],0.5,3.623188405797101
363,"['22555', '22630']",['22629'],0.9,9.183673469387754
364,"['22192', '22624']",['22627'],0.8333333333333334,29.761904761904763
365,['23294'],"['23293', '23295']",0.8333333333333334,59.523809523809526
366,"['23294', '23293']",['23295'],1.0,50.0
367,['84997A'],"['84997B', '84997D']",0.5,27.77777777777778
368,"['84997A', '84997B']",['84997D'],0.8333333333333334,21.92982456140351
369,"['23292', '23289']",['22629'],0.7142857142857143,7.288629737609329
370,['23254'],"['23256', '23255']",0.5789473684210527,22.267206477732795
371,"['23254', '23255']",['23256'],1.0,18.51851851851852
372,"['21080', '21094']",['21086'],0.8666666666666667,18.055555555555557
373,"['22555', '22554']",['22551'],0.6875,8.184523809523808
374,"['23256', '23204']",['23199'],0.8333333333333334,26.041666666666668
375,"['22555', '22556']",['22554'],0.5882352941176471,8.169934640522877
376,"['22624', '23245']",['POST'],0.8333333333333334,2.022653721682848
377,"['22625', '22192']",['22624'],1.0,20.0
378,"['20676', '21240']",['20675'],0.7142857142857143,27.472527472527474
379,['20677'],"['20676', '20675']",0.5333333333333333,22.22222222222222
380,"['20677', '20676']",['20675'],0.7272727272727273,27.972027972027973
381,"['23292', '22630']",['22629'],0.7142857142857143,7.288629737609329
382,"['22659', 'POST']",['22326'],0.7142857142857143,5.175983436853001
383,"['22630', 'POST']",['22629'],0.8,8.16326530612245
384,"['22544', '22551']",['22539'],0.75,26.785714285714285
385,"['22556', '22544']",['22539'],0.8571428571428571,30.612244897959183
386,"['22630', '20719']",['POST'],0.8333333333333334,2.022653721682848
387,"['22554', '22326']",['22328'],0.5,7.142857142857142
388,"['20728', '22326']",['20726'],0.7,13.461538461538462
389,"['84991', '21977']",['21213'],0.5555555555555556,18.51851851851852
390,"['21975', '21212']",['22417'],0.875,19.02173913043478
391,"['21156', '22367']",['POST'],0.5555555555555556,1.348435814455232
392,"['22628', 'POST']",['22326'],0.7,5.0724637681159415
393,"['21975', 'POST']",['21212'],0.5,7.575757575757575
394,"['20677', '21240']",['20675'],0.7142857142857143,27.472527472527474
395,"['20725', '22382']",['22328'],0.5,7.142857142857142
396,['23296'],"['23293', '23295']",0.6,42.857142857142854
397,"['23296', '23293']",['23295'],0.75,37.5
398,"['23480', '23084']",['POST'],0.6666666666666666,1.6181229773462784
399,"['22630', '23084']",['POST'],0.7142857142857143,1.7337031900138697
400,"['22630', '22556']",['22629'],0.8,8.16326530612245
401,"['22630', '22551']",['22629'],0.75,7.653061224489796
402,"['20725', '22384']",['20726'],0.5,9.615384615384615
403,['22356'],"['POST', '20724']",0.5,20.833333333333332
404,"['22356', 'POST']",['20724'],0.5833333333333334,13.88888888888889
405,"['22555', 'POST']",['22629'],0.6153846153846154,6.279434850863423
406,"['85099B', '22326']",['20726'],0.625,12.01923076923077
407,"['22628', '22326']",['22328'],0.5555555555555556,7.936507936507936
408,"['23008', '23007']",['22551'],0.5454545454545454,6.493506493506493
409,"['22625', '22846']",['22847'],1.0,29.41176470588235
410,"['22729', '22725']",['22728'],0.8571428571428571,15.306122448979592
411,"['22631', 'POST']",['22326'],0.5384615384615384,3.9018952062430317
412,"['22273', '22271']",['22749'],0.8333333333333334,59.523809523809526
413,['23289'],"['23292', '23291']",0.7777777777777778,43.20987654320988
414,"['23289', '23292']",['23291'],1.0,41.666666666666664
415,"['20750', '22326']",['22328'],0.6666666666666666,9.523809523809522
416,"['20676', 'POST']",['21240'],0.5,25.0
417,"['22726', 'POST']",['22728'],0.625,11.160714285714285
418,"['21977', 'POST']",['21212'],0.6666666666666666,10.1010101010101
419,"['22382', 'POST']",['22326'],0.625,4.528985507246376
420,['21239'],"['20676', '20675']",0.625,26.041666666666668
421,"['21239', '20676']",['20675'],0.8333333333333334,32.05128205128205
422,"['22630', '23084']",['22629'],1.0,10.204081632653061
423,"['21731', '23084']",['22326'],0.5454545454545454,3.9525691699604737
424,"['20750', '22138']",['20749'],0.625,22.32142857142857
425,"['22544', '22547']",['22540'],0.8333333333333334,37.87878787878788
426,"['22555', '22631']",['22629'],0.625,6.377551020408163
427,"['20719', '22326']",['20724'],0.5833333333333334,13.88888888888889
428,"['23243', '23240']",['23236'],0.625,13.020833333333334
429,"['21731', 'POST']",['22326'],0.7142857142857143,5.175983436853001
430,"['22625', '22192']",['22193'],0.8333333333333334,37.87878787878788
431,"['23290', '22629']",['23291'],0.8333333333333334,34.72222222222222
432,"['20719', '22356']",['POST'],0.8333333333333334,2.022653721682848
433,"['22625', '22192']",['22627'],0.8333333333333334,29.761904761904763
434,"['23256', '22630']",['23254'],0.8333333333333334,21.92982456140351
435,['22697'],"['22699', '22423']",0.5,17.857142857142858
436,"['22697', '22699']",['22423'],0.7,5.384615384615384
437,"['20725', '22631']",['22326'],1.0,7.246376811594202
438,"['22630', '22555']",['22326'],0.5,3.623188405797101
439,"['22326', '20726']",['22328'],0.5,7.142857142857142
440,"['23292', '22630']",['23291'],0.8571428571428571,35.71428571428571
441,"['22727', '22726']",['22728'],0.6153846153846154,10.989010989010989
442,"['22727', '22729']",['22728'],0.8,14.285714285714286
443,['23290'],"['23292', '22630']",0.6363636363636364,45.45454545454545
444,"['23290', '22630']",['23292'],1.0,38.46153846153846
445,['23173'],"['23174', '23170']",0.5833333333333334,36.458333333333336
446,"['23173', '23174']",['23170'],1.0,38.46153846153846
447,"['21977', '21213']",['21212'],0.8333333333333334,12.626262626262626
448,"['22627', '22626']",['22847'],0.625,18.38235294117647
449,"['23290', '23292']",['22629'],0.5555555555555556,5.668934240362812
450,"['22726', '22729']",['22725'],0.6,17.64705882352941
451,"['20725', '22382']",['22326'],0.7,5.0724637681159415
452,['21239'],"['20676', '21240']",0.625,44.64285714285714
453,"['21239', '20676']",['21240'],0.8333333333333334,41.666666666666664
454,"['23292', '22629']",['23291'],0.8333333333333334,34.72222222222222
455,"['22540', '22551']",['22539'],0.8333333333333334,29.761904761904763
456,"['22630', '22029']",['22629'],0.8333333333333334,8.503401360544217
457,"['22631', '22326']",['22629'],0.9090909090909091,9.276437847866418
458,"['20725', 'POST']",['22328'],0.5,7.142857142857142
459,"['22192', '22193']",['22191'],0.6666666666666666,47.61904761904761
460,"['22726', '21731']",['22728'],0.8571428571428571,15.306122448979592
461,"['22659', '22631']",['22629'],0.75,7.653061224489796
462,['23290'],"['23289', '23291']",0.6363636363636364,35.35353535353536
463,"['23290', '23289']",['23291'],1.0,41.666666666666664
464,['22274'],"['22273', '22271']",0.7142857142857143,59.523809523809526
465,"['22274', '22273']",['22271'],0.8333333333333334,59.523809523809526
466,"['22726', '22725']",['22728'],0.6428571428571429,11.479591836734695
467,"['84991', '21977']",['21212'],0.6666666666666666,10.1010101010101
468,"['22630', '22555']",['22631'],0.5,8.333333333333334
469,"['22630', '22662']",['22629'],0.625,6.377551020408163
470,"['21156', '22367']",['22326'],0.5555555555555556,4.025764895330113
471,"['22630', '22554']",['22629'],0.6666666666666666,6.802721088435374
472,"['22624', '22847']",['22626'],0.5555555555555556,21.36752136752137
